Borough,Rental,Homeownership,Others,Total,Completion,Completion
Queens,7,0,0,7,Yes,1 
Queens,7,0,0,7,Yes,1 
Queens,7,0,0,7,Yes,1 
Bronx,157,0,0,157,No,0 
Bronx,157,0,0,157,No,0 
Queens,7,0,0,7,Yes,1 
Manhattan,0,158,0,158,No,0 
Bronx,2,157,0,159,No,0 
Brooklyn,0,159,0,159,No,0 
Queens,7,0,0,7,Yes,1 
Bronx,0,160,0,160,No,0 
Bronx,0,160,0,160,No,0 
Bronx,160,0,0,160,No,0 
Queens,7,0,0,7,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,171,0,171,No,0 
Bronx,1,171,0,172,No,0 
Queens,0,1,0,1,Yes,1 
Manhattan,0,175,0,175,No,0 
Staten Island,178,0,0,178,No,0 
Brooklyn,0,2,0,2,Yes,1 
Manhattan,0,184,0,184,No,0 
Manhattan,2,0,6,8,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,87,0,0,87,Yes,1 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Manhattan,80,0,0,80,Yes,1 
Brooklyn,1,0,4,5,Yes,1 
Manhattan,0,188,0,188,No,0 
Brooklyn,0,193,0,193,No,0 
Brooklyn,197,0,0,197,No,0 
Brooklyn,54,0,216,270,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,2,0,5,7,Yes,1 
Manhattan,11,0,44,55,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,103,0,647,750,Yes,1 
Queens,0,1,0,1,Yes,1 
Manhattan,0,1,0,1,Yes,1 
Brooklyn,8,0,32,40,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,215,0,0,215,No,0 
Brooklyn,0,2,0,2,Yes,1 
Queens,917,0,0,917,Yes,1 
Brooklyn,224,0,0,224,No,0 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,229,0,229,No,0 
Bronx,230,0,0,230,No,0 
Bronx,230,0,0,230,No,0 
Bronx,230,0,0,230,No,0 
Queens,0,230,0,230,No,0 
Queens,0,230,0,230,No,0 
Queens,0,230,0,230,No,0 
Queens,0,230,0,230,No,0 
Brooklyn,0,239,0,239,No,0 
Staten Island,0,1,0,1,Yes,1 
Manhattan,203,0,0,203,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,283,0,0,283,No,0 
Manhattan,23,0,92,115,Yes,1 
Manhattan,0,297,0,297,No,0 
Queens,0,1,0,1,Yes,1 
Bronx,311,0,0,311,No,0 
Staten Island,67,0,0,67,Yes,1 
Manhattan,327,0,0,327,No,0 
Queens,0,343,0,343,No,0 
Bronx,0,352,0,352,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,29,0,114,143,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,10,0,0,10,Yes,1 
Manhattan,25,0,0,25,Yes,1 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,415,0,0,415,No,0 
Manhattan,415,0,1,416,No,0 
Brooklyn,0,422,0,422,No,0 
Brooklyn,404,0,34,438,No,0 
Staten Island,454,0,0,454,No,0 
Bronx,456,0,0,456,No,0 
Queens,0,489,0,489,No,0 
Queens,0,489,0,489,No,0 
Bronx,492,0,0,492,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Manhattan,37,0,692,729,No,0 
Brooklyn,52,0,0,52,Yes,1 
Manhattan,50,0,950,1000,No,0 
